1
1.2
3
100
1
-7
7.5
7.5
7.5
7.5
7.5
7.5
7.5
6.5
6.6
3.6
9.1
3.6
6
9
6.5
6.5
3.6
3.6
3.6
7.6
6.5
6.5
5.6
9.1
3.6
8.1
8.1
3.5
8.6
7.1
9.1
8.6
9.1
8.1
7.2
7.2
8.6
7.6
8.1
9.6
3.4
5
3.6
6.5
3.4
5
7
3.5
9
9
3.6
3.6
8.5
9.1
5
81
8.6
8.1
7
3.5
14
8
5.1
3.6
3.6
8
7.6
6.5
3.6
9.5
2
3.5
3.5
